20250101 130400;23736.1;23740.85;23736.1;23740.85;2000
20250101 130500;23740.35;23742.45;23734.85;23735.85;2000
20250101 130600;23735.95;23739.95;23735.9;23739.5;2000
20250101 130700;23739.55;23741.15;23737.3;23741;2000
20250101 130800;23740.25;23740.7;23736.1;23739.45;2000
20250101 130900;23739.75;23740.85;23736.45;23737;2000
20250101 131000;23736.8;23736.8;23732.2;23733.05;2000
20250101 131100;23733.9;23734.4;23718.7;23721.9;2000
20250101 131200;23721.55;23726.95;23721.45;23726.1;2000
20250101 131300;23725.9;23729.85;23725.45;23729.85;2000
20250101 131400;23729.05;23730.35;23726.55;23727.05;2000
20250101 131500;23727.2;23737.85;23726.35;23734.55;2000
20250101 131600;23734.3;23736.15;23731.75;23734.4;2000
20250101 131700;23733.95;23738.05;23733.95;23737.3;2000
20250101 131800;23737.85;23737.85;23734.1;23734.1;2000
20250101 131900;23735.55;23735.55;23729.2;23730.4;2000
20250101 132000;23729.5;23736.45;23728.95;23736.45;2000
20250101 132100;23736.15;23739.2;23735.75;23738.25;2000
20250101 132200;23737.15;23737.15;23732.35;23732.35;2000
20250101 132300;23732.2;23738.35;23732.2;23736.8;2000
20250101 132400;23736;23741.75;23735.65;23735.65;2000
20250101 132500;23735.65;23738.35;23734.95;23735.55;2000
20250101 132600;23734.15;23735.15;23731.6;23733.1;2000
20250101 132700;23733.15;23741.65;23733.15;23740.35;2000
20250101 132800;23740.85;23746;23739.7;23746;2000
20250101 132900;23745.6;23746.95;23741.85;23744.55;2000
20250101 133000;23743.8;23748.5;23743.4;23744.9;2000
20250101 133100;23744.95;23748.5;23744.75;23746.9;2000
20250101 133200;23745.9;23749.55;23745.85;23746.7;2000
20250101 133300;23746.95;23746.95;23740.4;23743.2;2000
20250101 133400;23742.35;23742.65;23736.35;23738.65;2000
20250101 133500;23739.2;23740;23730.4;23732.2;2000
20250101 133600;23732.35;23732.4;23725.4;23727.15;2000
20250101 133700;23727.25;23731.2;23726.25;23728.5;2000
20250101 133800;23728.3;23739.7;23726.65;23739.35;2000
20250101 133900;23740.5;23744.4;23736.85;23738.95;2000
20250101 134000;23738.4;23749.3;23738.25;23749.3;2000
20250101 134100;23748.9;23751.65;23746.75;23750.95;2000
20250101 134200;23750.65;23752.1;23747.65;23750.6;2000
20250101 134300;23750.75;23752.4;23744.4;23747.55;2000
20250101 134400;23747.75;23749.8;23745.45;23749.7;2000
20250101 134500;23749.9;23754.6;23746.6;23754.3;2000
20250101 134600;23754.45;23761.05;23753.9;23761.05;2000
20250101 134700;23758.6;23760.25;23751.45;23758.2;2000
20250101 134800;23758.3;23759.45;23754.1;23756.95;2000
20250101 134900;23756.5;23758.2;23751.7;23755.3;2000
20250101 135000;23753.75;23755.35;23746.25;23753.65;2000
20250101 135100;23753.6;23756.75;23751.3;23755.35;2000
20250101 135200;23756.25;23760.75;23754.55;23759.15;2000
20250101 135300;23759.15;23768.55;23756.5;23768.55;2000
20250101 135400;23767.5;23767.5;23756.4;23759.9;2000
20250101 135500;23759.85;23761;23753.6;23761;2000
20250101 135600;23759.65;23768.8;23758;23768.4;2000
20250101 135700;23764.05;23768.8;23762.7;23767.55;2000
20250101 135800;23766.15;23766.8;23759.4;23763.75;2000
20250101 135900;23763.15;23785.95;23760.7;23785.4;2000
20250101 140000;23786.35;23804.85;23786.35;23801.4;2000
20250101 140100;23800.5;23808.4;23797.8;23807.25;2000
20250101 140200;23805.65;23817.15;23805.65;23815.85;2000
20250101 140300;23815.15;23822.8;23813.9;23814.55;2000
20250101 140400;23814.4;23814.75;23803.1;23812.3;2000
20250101 140500;23810.8;23813.85;23807.9;23812.65;2000
20250101 140600;23811.6;23815.75;23805.45;23813.9;2000
20250101 140700;23812.3;23819.55;23811.45;23813.6;2000
20250101 140800;23813.95;23820.9;23812.7;23819.6;2000
20250101 140900;23819.45;23819.45;23811.95;23814.25;2000
20250101 141000;23814.95;23814.95;23798.05;23800.75;2000
20250101 141100;23800.25;23802.9;23792.55;23793.55;2000
20250101 141200;23791.55;23795.75;23786.05;23788.75;2000
20250101 141300;23788.05;23793.1;23784.3;23786.35;2000
20250101 141400;23786.2;23792.8;23784.1;23789.1;2000
20250101 141500;23788.9;23791.65;23785.4;23788.65;2000
20250101 141600;23787.15;23791.05;23776.6;23779.5;2000
20250101 141700;23777.1;23787.25;23776.9;23785.6;2000
20250101 141800;23786.2;23786.2;23776.45;23777.95;2000
20250101 141900;23778.35;23784.7;23777.05;23782.15;2000
20250101 142000;23780.45;23783.55;23778.85;23780.4;2000
20250101 142100;23781.05;23781.4;23777.9;23780.8;2000
20250101 142200;23778.25;23785.35;23778.25;23781.1;2000
20250101 142300;23780.2;23783.85;23777.4;23780.25;2000
20250101 142400;23779.45;23788.2;23778.7;23786.5;2000
20250101 142500;23784.05;23789.05;23782.65;23783.2;2000
20250101 142600;23781.5;23785.2;23775.45;23780.7;2000
20250101 142700;23777.85;23778.15;23771.1;23772.9;2000
20250101 142800;23775.15;23783.1;23773.25;23779.5;2000
20250101 142900;23777.05;23782.95;23775.1;23779.55;2000
20250101 143000;23779.55;23788.15;23778.05;23784.05;2000
20250101 143100;23781.25;23785.6;23779.35;23784.8;2000
20250101 143200;23781.65;23787.3;23780.1;23785.8;2000
20250101 143300;23782.15;23784.95;23776.6;23782.2;2000
20250101 143400;23780.55;23783.9;23778.15;23783.3;2000
20250101 143500;23781.85;23788.25;23778.6;23787.85;2000
20250101 143600;23786.4;23797.35;23786.4;23795.45;2000
20250101 143700;23789.65;23794.2;23784.85;23788.55;2000
20250101 143800;23787.45;23791.2;23785.4;23789.4;2000
20250101 143900;23789.05;23792.6;23784.15;23788.6;2000
20250101 144000;23788.75;23791.05;23784.8;23789.35;2000
20250101 144100;23789.05;23789.05;23784.3;23786.65;2000
20250101 144200;23782.5;23788.2;23781.3;23787.8;2000
20250101 144300;23787.85;23790.7;23776.6;23780.1;2000
20250101 144400;23778.75;23779.6;23764.6;23767.5;2000
20250101 144500;23766.75;23768.5;23752.15;23761.9;2000
20250101 144600;23761.25;23762.7;23754.9;23758.7;2000
20250101 144700;23756.3;23760.05;23754.3;23759.85;2000
20250101 144800;23759.05;23762.2;23755.75;23758.6;2000
20250101 144900;23758.1;23759;23751.95;23758.55;2000
20250101 145000;23758;23758;23753.15;23756.55;2000
20250101 145100;23756.6;23759.5;23753.1;23758.4;2000
20250101 145200;23756.35;23761.45;23750.85;23755.8;2000
20250101 145300;23756.1;23759.45;23753.4;23756.9;2000
20250101 145400;23756.65;23757.8;23745.35;23746.8;2000
20250101 145500;23746.65;23748.35;23734.75;23739.85;2000
20250101 145600;23739.75;23745.35;23738.2;23743.65;2000
20250101 145700;23741.95;23744.95;23738.05;23743.6;2000
20250101 145800;23743.15;23745.7;23741.9;23742.9;2000
20250101 145900;23742.6;23744.3;23739.6;23741.2;2000
20250101 150000;23742.15;23748.45;23737.25;23743.6;2000
20250101 150100;23742;23743.9;23732.85;23732.85;2000
20250101 150200;23731.1;23738.65;23730.1;23736.05;2000
20250101 150300;23736.2;23741;23734.85;23739.4;2000
20250101 150400;23739.95;23745.85;23735.05;23739.1;2000
20250101 150500;23738.8;23738.8;23729;23730.6;2000
20250101 150600;23731.65;23731.8;23723.3;23725.65;2000
20250101 150700;23727.35;23728.05;23721.45;23723.6;2000
20250101 150800;23725.7;23730.95;23724.25;23730;2000
20250101 150900;23730.8;23734.25;23725.95;23732.65;2000
20250101 151000;23733.8;23735.6;23727.9;23732.25;2000
20250101 151100;23733.6;23736.15;23729.4;23732.25;2000
20250101 151200;23731.75;23744.8;23731.25;23743.8;2000
20250101 151300;23745.5;23745.5;23740.2;23742.7;2000
20250101 151400;23743.55;23743.8;23734.35;23739.95;2000
20250101 151500;23741.1;23742.15;23733.55;23738.6;2000
20250101 151600;23738.55;23746.2;23737.45;23746.2;2000
20250101 151700;23744.85;23748.75;23744.3;23746.8;2000
20250101 151800;23746.85;23746.85;23739.05;23742.65;2000
20250101 151900;23744.65;23749.3;23743.25;23744.85;2000
20250101 152000;23746.4;23746.4;23739.25;23744.6;2000
20250101 152100;23744.4;23749.5;23743.4;23749.35;2000
20250101 152200;23748.65;23753.55;23747.15;23753;2000
